,Unnamed: 0,Company,Rank,Review_score,Date_review,Job,Recommandation,Approb CEO,Perspective,Pros,Cons
332,332,GE,"4,0","4,0",9 janv. 2024,Ingénieur méthodes,good,,neutral,TextToTextResult(text='Start of apprenticeship experience and end on permanent contract. company that teaches you a lot and is very educational.'),TextToTextResult(text='The difficulty in evolving or positioning oneself is in developing or positioning oneself.')
333,333,GE,"4,0","3,0",8 janv. 2024,Ingénieur - Amélioration continue,,,good,"TextToTextResult(text='Autonomy, teleworking 3 days a week, cse.')","TextToTextResult(text='HR relationship, development within the company, salary, and development within the company.')"
334,334,GE,"4,0","5,0",9 janv. 2024,Stagiaire Data Analyst,,,,"TextToTextResult(text='Large group, spacious premises, stimulating work.')",TextToTextResult(text='No inconveniences during the internship.')
335,335,GE,"4,0","5,0",8 janv. 2024,Ingénieur de maintenance,good,,neutral,"TextToTextResult(text='This, mutual insurance and meals.')",TextToTextResult(text='Slowness in decision-making.')
336,336,GE,"4,0","2,0",16 déc. 2023,responsable technique de projet,bad,neutral,neutral,"TextToTextResult(text='For an 80% of vacation, there is a lot of vacation for an 80% of vacation.')",TextToTextResult(text='No industrial vision and a bad atmosphere due to numerous social plans.')
337,337,GE,"4,0","4,0",15 déc. 2023,Ingénieur Controle Commande,,,,TextToTextResult(text='Time flexibility / salary / location / this.'),TextToTextResult(text='Permanent reorganizations and current atmosphere.')
338,338,GE,"4,0","2,0",10 oct. 2023,Project Manager - Consultant,bad,bad,good,"TextToTextResult(text='They touch to many fields like marine, railways, hydro, and power generation.')","TextToTextResult(text='We can also say that the people there are too harsh, no smart project planning in place even if each entity has its project structure & tools. it has to be like a struggle most of the time.')"
339,339,GE,"4,0","4,0",15 déc. 2023,HRBP,good,,,"TextToTextResult(text='Salary, home office, processes, tools, benefits.')","TextToTextResult(text='Culture, attention to detail, workload.')"
340,340,Decathlon,"3,9","5,0",24 mai 2023,Vendeur,,,,"TextToTextResult(text='The company is a competent, family-run, friendly company.')","TextToTextResult(text='Many subjects to know, always be in a certain dynamic.')"
341,341,Decathlon,"3,9","5,0",15 janv. 2024,Vendeur Conseil,good,neutral,neutral,"TextToTextResult(text='Attitude, salary, colleagues, young team, location.')",TextToTextResult(text='The only drawback in my opinion is the constant change of schedules.')
342,342,Decathlon,"3,9","2,0",13 janv. 2024,Employé anonyme,bad,neutral,bad,"TextToTextResult(text='Dynamic company, attractive employee savings, and virtuous sports environment.')","TextToTextResult(text='Incompetent store manager, non-existent integration process, low pay, no office, lagging behind in ecology (lots of waste, overpackaging, hazardous after-sales service, etc.)')"
343,343,Decathlon,"3,9","3,0",14 janv. 2024,Chef,good,good,good,TextToTextResult(text='Good management good remuneration interesting missions.'),TextToTextResult(text='There are no complaints to put forward.')
344,344,Decathlon,"3,9","5,0",10 janv. 2024,Conseiller De Vente,,,,"TextToTextResult(text=""I'm not necessarily legitimate but I liked my experience."")",TextToTextResult(text='The highlights of the season sales and outdoor activities are not enough of us to manage the flow.')
345,345,Decathlon,"3,9","5,0",14 janv. 2024,Business Analyst,,,,TextToTextResult(text='Training at the sport heart of projects.'),TextToTextResult(text='Family speed salaries tele work benefits.')
346,346,Decathlon,"3,9","4,0",12 janv. 2024,Alternant,good,neutral,neutral,TextToTextResult(text='Learning procedure respected monthly meeting atmosphere.'),"TextToTextResult(text='Very high turnover, advisors who have a workload for 2 or even 3 months, and advisors who have a workload for 2 or even 3 months.')"
347,347,Decathlon,"3,9","5,0",12 janv. 2024,Vendeur Polyvalent,,,,TextToTextResult(text='The atmosphere and the rest room was a relaxing atmosphere.'),TextToTextResult(text='Management that pushes for always more sales.')
348,348,Decathlon,"3,9","5,0",10 janv. 2024,Responsable service client,,,,TextToTextResult(text='Enjoy / customer contact / innovative / responsible / human.'),TextToTextResult(text='Race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race race')
349,349,Decathlon,"3,9","5,0",10 janv. 2024,Team Leader,good,good,neutral,"TextToTextResult(text='Great company, good life and very learning.')","TextToTextResult(text='The demand for personal investment in the form of working hours and salaries, and the demand for personal investment.')"
350,350,Salesforce,"4,1","5,0",11 janv. 2024,Business Analyst,good,bad,good,"TextToTextResult(text='Wellness, ergonomics, autonomy, trust, career advancement.')","TextToTextResult(text='American, promotion, competitor, dismissal, nepotism, American, promotion, promotion, promotion, dismissal.')"
351,351,Salesforce,"4,1","2,0",16 nov. 2023,Strategic Partner Manager,bad,good,neutral,TextToTextResult(text='- opportunities for professional growth and learning. - exposure to innovative technologies and market-leading solutions. - collaborative and knowledgeable colleagues in various departments.'),"TextToTextResult(text=""My tenure at salesforce france was marred by experiences of racism and bullying within the workplace. - a noticeable dissonance between the company's professed values and the actual work culture experienced in the french office. "")"
352,352,Salesforce,"4,1","4,0",8 janv. 2024,Account Executive,good,good,good,"TextToTextResult(text='Salesforce is the undisputed leader in CRM worldwide. this greatly facilitates access to customers and partners, and provides strong credibility.')",TextToTextResult(text='The territory received by an account executive can sometimes prove to be too limited.')
353,353,Salesforce,"4,1","1,0",12 janv. 2024,Global Account Director,bad,bad,bad,TextToTextResult(text='High salaries and intellectually stimulating work.'),TextToTextResult(text='Toxic management without any empathy and ready to do anything to protect their position. an unhealthy environment.')
354,354,Salesforce,"4,1","2,0",17 déc. 2023,Early Solution Engineer,,,,"TextToTextResult(text='There are a lot of benefits there, and there are a lot of benefits there.')",TextToTextResult(text='They hire you but they can fire you the day after.')
355,355,Salesforce,"4,1","5,0",5 déc. 2023,Strategic Account Executive,good,good,good,TextToTextResult(text='Education budget of 5k per year - wellness budget of 3k per year - paternity leave - one week of giving back/year - actions - education budget of 5k per year - wellness budget of 3'),TextToTextResult(text='Very political environment - very broad positioning - process.')
356,356,Salesforce,"4,1","4,0",6 déc. 2023,Account Executive,good,,neutral,TextToTextResult(text='Products events salaries offices various benefits car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car allowances car'),"TextToTextResult(text='Bad management territory not fair no support for customers under pressure, bad management territory not fair, no support for customers under pressure, no support for customers under pressure, no support for customers under pressure, no support for customers under pressure, no support for')"
357,357,Salesforce,"4,1","3,0",15 nov. 2023,Senior Account Executive,bad,good,good,"TextToTextResult(text='a magnificent product for sale, market leader. 6k car allowance per year, 5k education per year. a magnificent product for sale, market leader.')","TextToTextResult(text='There are a lot of layoffs, a new shareholder who twists costs and services, management constantly under pressure, which gives us back a hundredfold.')"
358,358,Salesforce,"4,1","5,0",5 déc. 2023,Account Executive,good,neutral,good,TextToTextResult(text='Flexibility salary remote team.'),TextToTextResult(text='pression onboarding territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust territory management trust')
359,359,Salesforce,"4,1","5,0",27 nov. 2023,Employé anonyme,,,,"TextToTextResult(text='Friendly colleagues, great autonomy, good work/life balance.')",TextToTextResult(text='Priorities can change quickly.')
360,360,Renault Group,"3,8","5,0",10 janv. 2024,Responsable Comptable,,,,"TextToTextResult(text='Team atmosphere, remuneration, CE, leadership, flexibility, balance between professional and private life.')","TextToTextResult(text=""It's really great to work at Renault. there are no disadvantages in my opinion. it's really great to work at Renault."")"
361,361,Renault Group,"3,8","4,0",14 janv. 2024,ingenieur systéme,,,,"TextToTextResult(text=""It's acceptable for a group of this size."")",TextToTextResult(text='There are not enough benefits apart from salary.')
362,362,Renault Group,"3,8","2,0",12 janv. 2024,Chef De Projet,bad,neutral,neutral,TextToTextResult(text='Interesting topics conducted methodically.'),TextToTextResult(text='The delay accumulated at this level creates a horrible turnover.')
363,363,Renault Group,"3,8","3,0",14 janv. 2024,Agent de Fabrication Polyvalent,bad,good,good,"TextToTextResult(text='Easy to get and well paid for, temp easy to get and well paid for.')","TextToTextResult(text='It is tiring line work, and complicated depending on the position.')"
364,364,Renault Group,"3,8","5,0",11 janv. 2024,Assistant Chef De Produit,good,good,good,"TextToTextResult(text='See the workings of a large company, manage several cross-functional products, and manage several cross-functional products.')",TextToTextResult(text='Large structures sometimes lack organization.')
365,365,Renault Group,"3,8","4,0",13 janv. 2024,Achats,good,good,neutral,"TextToTextResult(text='Teleworking, ease of organizing with the team.')","TextToTextResult(text='Nothing to report, no comments.')"
366,366,Renault Group,"3,8","5,0",11 janv. 2024,Data Scientist,good,good,good,"TextToTextResult(text='Leave, interesting project, good management.')","TextToTextResult(text='The process is too long, like many large companies.')"
367,367,Renault Group,"3,8","4,0",4 janv. 2024,Leader Ingénierie,bad,good,bad,TextToTextResult(text='Very diverse corporate culture flexibility rewarding experience.'),TextToTextResult(text='HR policy too restrictive (old school) remuneration too low compared to pressure and responsibilities.')
368,368,Renault Group,"3,8","5,0",9 janv. 2024,Employé anonyme,,,,"TextToTextResult(text='Very nice company, allows you to develop personally.')",TextToTextResult(text='It is an international company with no real downside. it is an international company.')
369,369,Renault Group,"3,8","4,0",10 janv. 2024,Mécanicien,bad,good,good,"TextToTextResult(text='Salary, schedule, atmosphere, leave and bonuses.')","TextToTextResult(text='Employees, management, premises, customers, machines.')"
370,370,DXC Technology,"2,9","5,0",19 sept. 2023,Consultant En Transformation Digitale,,,,"TextToTextResult(text='Group expertise, varied missions, varied missions.')",TextToTextResult(text='Sometimes heavy workloads are required.')
371,371,DXC Technology,"2,9","3,0",9 janv. 2024,Associate Manager,bad,bad,bad,TextToTextResult(text='a good work/life balance restaurant ticket at €9.5 €250 + €30 gift voucher per child/year via the cemetery.'),"TextToTextResult(text='Fixed salary only: no variable (neither profit-sharing, participation or other) / qq. discretionary bonuses.')"
372,372,DXC Technology,"2,9","1,0",16 déc. 2023,Senior Consultant,bad,bad,,TextToTextResult(text='Some local managers are gems.'),"TextToTextResult(text='In summary, we find roughly the same culture and the same priorities as in all the “big” ESNs.')"
373,373,DXC Technology,"2,9","2,0",26 déc. 2023,Software Architect,bad,bad,,TextToTextResult(text='Interesting projects but no involvement of managers.'),"TextToTextResult(text='Whatever the work carried out, there is an absence of increase whatever the work carried out.')"
374,374,DXC Technology,"2,9","3,0",21 déc. 2023,Senior Manager,,,,"TextToTextResult(text='Good spirit, beautiful premises, beautiful missions.')",TextToTextResult(text='Very heavy workload.')
375,375,DXC Technology,"2,9","4,0",12 déc. 2023,Associate Consultant,bad,good,neutral,TextToTextResult(text='Good customer - internal capitalization site.'),TextToTextResult(text='Little or no training - management labels you for your slightest comment.')
376,376,DXC Technology,"2,9","4,0",17 déc. 2023,Stagiaire consultant RPA,,,,"TextToTextResult(text='Restaurant, Teletravail, flexible, cooperation.')","TextToTextResult(text='Limited evolution, unstable, lack of offer and missions.')"
377,377,DXC Technology,"2,9","3,0",16 nov. 2023,Consultant Confirmé,bad,bad,good,"TextToTextResult(text='In addition to the salary, the syntec collective agreement provides for the payment in July of a vacation bonus provided for in the syntec collective agreement (therefore paid by all employers in the sector).')","TextToTextResult(text='No 13th month, no bonus on individual objectives or the bu, no financial incentive other than salary.')"
378,378,DXC Technology,"2,9","1,0",24 mai 2023,Technicien helpdesk,bad,bad,neutral,"TextToTextResult(text='cse, types of leave, salary, etc.')","TextToTextResult(text='The manager is always right even if he does not respect the company rules, whereas the employee, if he respects the rules but goes against his manager, will be heavily sanctioned. The HR department is a')"
379,379,DXC Technology,"2,9","2,0",8 déc. 2023,IT Consultant Junior,bad,,,"TextToTextResult(text='Interesting missions, solid knowledge base, and interesting missions.')","TextToTextResult(text='Deplorable management, low increase, constant pressure.')"
380,380,EDF,"4,1","5,0",25 mai 2023,Responsable Coordination & Relations Externes,good,,good,"TextToTextResult(text='The resources of a large group with the agility of a start-up! a huge challenge: contributing to the fight against climate change. colleagues who are very committed to their missions and open, a true spirit of collaboration. an')",TextToTextResult(text='You have to love adventure and innovation ;-)')
381,381,EDF,"4,1","5,0",14 janv. 2024,Ingenieur chercheur,good,good,good,TextToTextResult(text='Real access to training according to your desire (in addition to essential professional training). real career development with lots of diverse jobs (and definitely one that you will love).'),TextToTextResult(text='Average salary growth.')
382,382,EDF,"4,1","4,0",11 janv. 2024,Chef De Projets,good,good,good,"TextToTextResult(text='Salary, hours, vacations, job security, subject interest, teleworking.')","TextToTextResult(text='Cumbersome administration and hierarchy, unequal working atmosphere depending on the services, low salary growth.')"
383,383,EDF,"4,1","2,0",29 sept. 2023,Ingénieur,,good,,"TextToTextResult(text=""Bonuses, stimulating technical environment, united collective and involved in the service provided to customers with a strong professional conscience, good disability/retirement cover (but now it's over! )."")","TextToTextResult(text='The state uses this company as a political tool with the French (energy shield, purchase at exorbitant cost of wind turbine watts for resale at a loss, no integration or recognition of workers with disabilities')"
384,384,EDF,"4,1","3,0",17 déc. 2023,chargé des ressources humaines,bad,neutral,neutral,TextToTextResult(text='-good salaries compared to other companies -good professional/personal balance -very educational for a young person.'),TextToTextResult(text='-old and pyramidal management stuck in the 90s -aging management -particular mentality -glaring lack of staff in HR and in the tertiary sector in general -no restaurant voucher')
385,385,EDF,"4,1","4,0",15 janv. 2024,Stagiaire développeur full-stack,good,neutral,good,TextToTextResult(text='Good adaptation to professional/personal life and schedules.'),TextToTextResult(text='There are no real drawbacks to report.')
386,386,EDF,"4,1","5,0",12 janv. 2024,Chargée De Clientèle,,,,"TextToTextResult(text='Good support, correct training, attentive company.')",TextToTextResult(text='Similar missions and tasks over time have evolved into similar missions and tasks over time.')
387,387,EDF,"4,1","3,0",11 janv. 2024,Ingénieur,good,,good,TextToTextResult(text='Interesting and large-scale project in France.'),TextToTextResult(text='Loss of expertise within the group.')
388,388,EDF,"4,1","4,0",8 janv. 2024,Analyste,,,,"TextToTextResult(text='The office is located in Paris, easily accessible by different types of transport.')","TextToTextResult(text='No notable drawback identified, rasasasasasasasasasasasasasasasasasasasasa')"
389,389,EDF,"4,1","4,0",5 janv. 2024,Business Analyst,good,good,good,TextToTextResult(text='We learn a lot. you can do a lot of jobs in one company.'),TextToTextResult(text='Very hierarchical and low salary.')
390,390,H&M,"3,5","5,0",9 déc. 2023,Vendeuse,good,good,good,"TextToTextResult(text='Great atmosphere, lots of meetings, lots of learning about merchandising in particular, and a very good school to start with.')","TextToTextResult(text='Employed well before 2019 with no bonuses, hours (closing 10 p.m. at the time), or bonuses.')"
391,391,H&M,"3,5","5,0",5 déc. 2023,Store Manager,good,good,good,"TextToTextResult(text='Working atmosphere, development, based on skills, not on social class, looks, religious beliefs, sexual orientation.')","TextToTextResult(text='In 5 years of position, there are no particular disadvantages.')"
392,392,H&M,"3,5","3,0",11 janv. 2024,Conseiller De Vente,good,neutral,good,"TextToTextResult(text='Bonus, double payment on Sundays and % more on public holidays, work carried out as a student job therefore meeting young and dynamic people.')","TextToTextResult(text='High mental load required, salaries are low for the work done, environment which can become toxic if you are not in a caring team, h&m generally has good values but which are not applied by management.')"
393,393,H&M,"3,5","5,0",13 janv. 2024,Vendeur,good,neutral,neutral,"TextToTextResult(text='Employee reduction, 13th month bonus, restaurant vouchers.')","TextToTextResult(text='The workload, intense pace and somewhat low salary are a combination of workload, intense pace and a somewhat low salary.')"
394,394,H&M,"3,5","4,0",11 janv. 2024,Directeur de magasin,good,neutral,good,TextToTextResult(text='Lots of developed skills and autonomy.'),TextToTextResult(text='There are not enough resources to match ambitions.')
395,395,H&M,"3,5","4,0",7 janv. 2024,Conseiller Clientèle,good,good,,"TextToTextResult(text='No Sunday work, superior to listening to grievances.')","TextToTextResult(text='Sales and holiday periods, but everywhere in sales in general.')"
396,396,H&M,"3,5","4,0",27 déc. 2023,Vendeuse,,,,TextToTextResult(text='No benefit but problems and hypocritical managers.'),TextToTextResult(text='Way too much for the shitty salary! way too much for the shitty salary! way too much for the shitty salary! way too much for the shitty salary! way too much for the shitty salary! way too much for')
397,397,H&M,"3,5","2,0",28 déc. 2023,Vendeur,,,,TextToTextResult(text='The advantages are the social ones.'),TextToTextResult(text='The disadvantages are understaffing and understaffing.')
398,398,H&M,"3,5","1,0",1 janv. 2024,Sales Advisor,bad,bad,bad,"TextToTextResult(text='No bonuses, no overtime, no bonuses, no overtime.')",TextToTextResult(text='Processing deliveries collections putting away clothes all day intense and repetitive work.')
399,399,H&M,"3,5","3,0",16 déc. 2023,Vendeur,good,good,bad,TextToTextResult(text='Restaurant tickets discount on clothes.'),TextToTextResult(text='Hard work and odd hours are hard work and hard work.')
